,user_count,user_id,user_star,user_useful
22561,99,MoQ0p8AOBw8Sph0g5PloNw,3.33,317
22562,2,S3zdZ4PYZOWqBUHjOj3cIQ,4.5,0
22563,1,z98ehRQ7eOtOi0i6x26Mlw,2.0,0
22564,5,zXOzSwoCbUYm2jtOjDcK2g,4.25,1
22565,3,ty2uNGOo-v4u7qDyBVyIdA,4.0,2
22566,88,MIvCXHgE_vcKz7lYS5FPvg,3.56,79
22567,2,GD9dD6lnEgl2P_JR-NI8vQ,4.5,2
22568,2,DxC7Vr4RtOV5STpCUY2kjQ,3.0,0
22569,310,GrSixRnGIxNUJ1Cn5DNX9A,3.65,1224
22570,3,hG2lErbRV9KrWb2r7fTZPA,5.0,3
22571,20,mjnhOzOXUN_jiyfn09DdVQ,3.75,32
22572,56,JEjzUX-9ZjZl0nXs6kgc6w,4.09,19
22573,4,_E8bCGlloqFYa-FDVmTMMw,3.25,0
22574,2,ve6fkxngDP7fKpey7LIbZQ,5.0,5
22575,117,VgdDYz0-i1kDszfEu5nFdg,3.64,83
22576,3,pdnp9E-AkpPl2KXzCtogSA,4.67,2
22577,176,dn9DSDp9CYCRffmL1voq6g,3.85,94
22578,14,C-42-Y1Y63H9y27XRj3HKA,3.07,0
22579,6,0LWc4siaSFNukjDTNPhiQg,5.0,0
22580,3,YUejKo3ri7NtPFdsd1aDNg,4.5,2
22581,6,HBtqXoW1VqTRXcuRQEva2w,4.0,7
22582,4,UwmuSC2fOBzadF6itgC45A,4.67,3
22583,2,SIHVSAaipIRl4tCvHpJAEw,4.5,4
22584,1,QAmm3q_FAqRDc5dmHS4NIA,5.0,2
22585,2,AlNdj8DigLSa4Meti8ybuA,3.0,2
22586,2,3GCUhQwoUaDtYF7C-Kx35A,5.0,0
22587,1,OytcPLkfaVPr7VUXG12wlQ,5.0,1
22588,12,OaE8do-WzwmLQpDW9Z5Vuw,4.0,36
22589,87,fiAqY5D6p4AHRn2lK9KEwQ,3.91,110
22590,3,G8ltrcNcouMBqAF6f6rb5g,3.33,4
22591,15,ie38wJhGTHqb3gx9DRuGug,3.07,38
22592,5,nQQ8uu4eYPvVPoMk6tj1xg,3.8,9
22593,3,4yVZLUC_siQmWDkbKLM5YA,2.0,2
22594,54,cWg07SD9-PnDUglqtS5owg,3.91,21
22595,3,UzlgVmt94vKta8tmlI2sCQ,4.67,0
22596,1,QaF231YJS5Hk2wvWk8csOA,5.0,1
22597,3,EqRfYUY7RmFpQqrCEg7bpQ,4.67,2
22598,1,ysFbq2BSMDYsJ2ZmvOmtOw,4.0,1
22599,22,0CJtZL8wxKoaznBSdW-G9w,3.65,8
22600,10,p4Ww-_58e4DCyG4t2HnbOw,5.0,5
22601,1,9Ti1HivcTXKobzXFbUpERA,2.0,1
22602,10,UMq89piQvpAVFVfiGc6ndA,3.7,12
22603,28,_OKkWgobGfcFscBramhyDw,3.93,86
22604,17,0hf7sqW-it86RmiU4SNkOw,4.0,2
22605,3,dtssktVKUaYnwslvutZuWQ,5.0,8
22606,71,qBAaWZxyuFnSZU0NzFlNDw,3.58,125
22607,36,0Teo0yeF4aMYow0d6Db-4w,3.47,32
22608,2,Y-7BwnQDw34ldjlSLT1l0Q,5.0,0
22609,1,JIadMkQlyfI3eo-rpqj0ig,5.0,0
22610,13,xsTlqAQ7TjNFIUl5ihK00g,4.08,11
22611,543,TFtyj0Cx_gpBi1yFDKccmA,3.17,340
22612,47,zhBZZiJgWUYOhmydr3Z02w,3.93,27
22613,20,w9r2bDWydh3HSwZBTlHOFQ,5.0,0
22614,53,OQlVpwcytZArJZMA0Jp1cw,3.75,62
22615,1,Ty7zfRkg2KvC2CWoy9_zzg,5.0,1
22616,3,0fk5rMRx5hReUcsucXdJeQ,3.0,4
22617,529,vD584iC8NyH9GNKNWqiM6Q,3.69,2014
22618,6,gw2sxzQrSTo6NpMSp_gVNQ,3.0,3
22619,26,TBHbiXzo4YkE9hIBCmyJzQ,4.31,8
22620,179,aJGbFSkf6zCBbadpcD5uow,2.59,121
22621,28,R8Vm1249P4E-aZCuiEj7eQ,3.93,35
22622,58,exjMRmxLHeiT9G7rnswgxg,3.69,76
22623,29,G4_wTVisxRGUzyhaFVMipw,3.62,23
22624,2,xMJbinRsM1OJQ4wgr2cSzQ,5.0,6
22625,1,6D4uHxYocnoLDqkF9bMlxQ,5.0,1
22626,1,Suv_fSnlcZyZmGuOPLOHjQ,1.0,1
22627,9,RIO-DDNxd45FizVROjPkOg,4.11,10
22628,1,GLfNfPqs8VaaCnjOAOkMRg,2.0,0
22629,1,imjc5f1ZU0SceCnxixJgjQ,3.0,0
22630,289,iBQ4jpfp5_SgyQ-gO5fCOQ,3.63,1154
22631,40,fnO1oH3N5QMG-PvHA4F-VA,3.61,14
22632,2,e8otpMFY6rx1oSQ-y18vmw,4.0,0
22633,4,SRv24Kr_ysg2eEET7L-3WQ,3.75,3
22634,3,VkbeW8tZMYj6VEYuJht3jg,3.0,2
22635,4,sCIXYq9OcrY5PXuRTUr6IA,3.0,0
22636,5,-kqSvM2mxO91Ge8WUPokBA,3.67,2
22637,2,NG4rXykBcOf2AmMKAGDvsA,5.0,1
22638,2,H-luWqSxQC8gYxR-dXih8A,5.0,1
22639,11,W8yvAp2i9c1XDQ7d9lOz7Q,4.2,6
22640,4,mMNcDbhLKExfQTLktEcpVA,2.75,8
22641,3,_luyn-9gHhNXGoHlfqO4Xg,4.67,1
22642,8,Ia64T3e6oB-xi-_jrmaN3g,3.29,3
22643,3,vKGekmEAKAQps69Di7VvIQ,1.0,2
22644,19,ci5Z94G1ik7Kbq9PxOStGQ,3.42,38
22645,1,L3q1rAAX8Cbt9Ouv6jF5MQ,5.0,1
22646,2,BrutMNrLnQGDajFoKYkzaQ,4.5,0
22647,20,UjKzJ78F4mUi1rNS0EjH_Q,3.5,24
22648,6,IesljAJj3q9-qH9pm1h8VQ,4.6,7
22649,38,oSzxMYgem8Oi3f9wfoS_cA,3.87,32
22650,3,NrViolV4CASPegLZkpDZSg,4.33,1
22651,21,3oxloLMZUNInk1bFpdDWJA,3.9,15
22652,2,U8PldGXGBLc7NHOCYR16gw,4.0,1
22653,9,VHdXZcVP_4irouW4qxTKBQ,3.62,7
22654,4,YBjaCOpOMUccXxZS8yWrlA,5.0,5
22655,6,FhxqobvX5W4z1yMSeIIiJg,4.6,5
22656,3,LMGEfmk2Sn6ONgzcsj24cA,5.0,1
22657,5,jsEE-kL1yrhPkmvD5Y3z6Q,3.6,5
22658,9,_Q8KWRMHyXzVB0YeRfA4KA,3.89,3
22659,14,ZoBQ8bxdYJcaTbLPK02PaA,4.07,14
22660,114,aiOFPwnb_vzL2nT5SUILTw,4.13,116
22661,5,TtzUe88A_ucBKOM7mZaJsg,4.8,5
22662,2,nbFRxGgC7_Ggn7AC5xC_iQ,3.0,1
22663,8,5IvQRsawIYMkpZomQql4YA,3.0,3
22664,232,y3WQx-bri6haP7I1FWBmvg,3.92,244
22665,13,Ujqw5Y57jsB1de1nZRyF4g,3.69,5
22666,56,PSRL0VX3C4azHWfEnhcOVg,3.82,29
22667,32,B8bvlXy_fSarUs-AioTGng,3.77,57
22668,1,kVt5_D39lHsZHZHqoGGTuQ,4.0,0
22669,845,AnRx7QIoAbY4sAkKupih-A,3.62,1256
22670,1,WvLplX4QeR-oUEi_Hwu8Yg,5.0,0
22671,5,3-BI7xch1S5zFvu1EVXIOA,3.8,3
22672,6,1l8qoim6aOc8GMsJDuwurQ,3.5,4
22673,5,PmOa-Mc2YPtYdTdHEZzWNw,2.4,3
22674,1,5_ORj0RQo0puGPQaBpB_SA,5.0,0
22675,1,SweHFY__vRDPQRAvc02ONw,5.0,1
22676,143,liiYhDAP64C8uLyixBDWdg,3.75,188
22677,3,t3L6FxO6FOh_V-nXCVD6lg,2.5,2
22678,2,aBnKTxZzdhabTXfztH7WqQ,5.0,4
22679,1,BH6iejx0eHppNDPv376cAQ,5.0,1
22680,93,0VfJi9Au0rVFVnPKcJpt3Q,3.45,60
22681,13,1xiJ_FvBxFcfvwmR9frA6w,3.09,5
22682,1,bdwB7Zagu6GwjF3poKPdYg,5.0,0
22683,5,F63wYiKgAoeoJZfDEVV7Cg,3.2,9
22684,1,tYFb3vrvji1-QSJmFIZSwQ,5.0,1
22685,5,0H60AJ3Kerkhj9rePQ149A,3.0,8
22686,11,n5TLfoRrKgfXaZBZRpe6gA,3.36,9
22687,4,3NB4HzoctRbVp2kmkdXXCg,3.75,2
22688,6,FXpvqRYyEMXvbUjPFndEjQ,4.67,5
22689,2,6Fo8yKisfoTe7F3Abwv8GA,5.0,5
22690,2,2P7tNTUPoaN92qEb-UFJcg,1.0,3
22691,9,AuEkZ44RmXXiWcdgRmGluw,3.86,4
22692,5,_AuFTKgNYxqNFPyZMeA0qA,3.0,3
22693,111,S1gkx8OlI9lD5Kd8z6xkRg,4.05,113
22694,17,ozOjQSRGEmJ-QPmSC3q6yw,3.82,30
22695,6,-KV5e7bFg8BipE2vnmWf8Q,4.17,5
22696,116,GfiHPVLvOCb_QNwq6XNFAg,3.39,213
22697,1,gFRp0Lm8dtvvCFLz6AAS5Q,1.0,0
22698,7,jURw0h2uctw-vMXwJ3bQrQ,2.5,3
22699,50,_W5CrweclBgxUoH2m4DGBw,4.18,26
22700,4,tE6VVy1iAKjkvdP-QxjMxg,3.5,11
22701,36,fkuZoI-8IpBzDeH9H5-muw,4.0,18
22702,49,i2ckIH_V0wsEDHb23a_avg,3.53,39
22703,8,0MhhKHNHH2oybjeofDnd-w,2.4,9
22704,27,C4tCttfVEw7IxMNFnsIL2g,4.11,32
22705,1,Q2FBL_p9j8J8snUhBLYztA,4.0,0
22706,1,RxUlBWXO_WCfkk5khcTYdw,2.0,1
22707,1,PO21aGhaNK7LkcUmr4i4vQ,5.0,2
22708,30,0Nhieu1aPqT4Brv1P7-9tQ,3.33,30
22709,2,fdkSzEJ8n2gzka2V6oiQjw,4.0,0
22710,316,KVe1jVA2NBG89xsxtwZjUg,3.49,1178
22711,1,OGl95bUbVdWEIlTS4QrAHA,5.0,0
22712,37,Z3aLxtK2dXh_nnTJ5v8BfA,3.16,25
22713,1,Umy-uSxk44uVG149DryrvA,2.0,0
22714,2,FqsPW9diOO4VZwIEmfXv5Q,3.0,1
22715,1,YfJNNxbNMZa-6hJqcy1ukQ,4.0,0
22716,20,00PjBksrk0DYsG1LiJBnHQ,3.65,32
22717,10,GoP7xNMYVAXYHjriEbFXtg,4.1,10
22718,8,hrzD6KL1x4k_wT9zWwRUoA,3.75,6
22719,21,9NQaHuHKvSiyxRiNyqnZgQ,4.19,49
22720,4,xrs8Fi6oW_EHtlchZP7lyQ,1.67,0
22721,1,gJrskD0OLyNr7tnXYVPYDw,5.0,1
22722,13,_JHs2fAdeWf0Wp_rAAg4iw,4.31,7
22723,12,6si1LwddkUftkQi9cZZ-2w,4.08,13
22724,21,QLOBGCDt_EtvpbVhed4LnQ,4.0,19
22725,12,ZvqEGUM52onwEpqK07L7HA,4.3,10
22726,5,0tICszzYFa8pbme9ponz6Q,4.8,5
22727,9,2s47BLZNzhTFvv-Or0zjHQ,3.67,5
22728,3,kRFgUqqsRRUJAmKk3Nswjg,4.0,0
22729,197,cNuLPooumRf7fs9ZMRo-EA,3.47,274
22730,130,daCwtoylep8ivghIt76p9w,3.88,75
22731,3,7QAi6814dpKvWf7BPf3erQ,2.33,7
22732,11,H2MdxOhYs3w9tvMKbHkBlg,2.5,24
22733,7,I4EIRTgGREZKTMThz1LihA,3.43,8
22734,3,43vVsMbxAgfhzNte1FzEEA,4.67,4
22735,4,RYno4pKPnFpHwLs1EoPVjQ,3.5,0
22736,3,eRCtXXRY4YNqukrhQL7iyw,3.67,0
22737,95,axD1_DgZrMV-8vURyIpo4A,3.58,118
22738,6,IGnpXnEBi2ffNmwHXFM1LA,4.33,3
22739,1,yvWRPZ7YX9-WeXpt_dWoTA,5.0,0
22740,13,Du7s08g0Qe5kh4XAa55HIQ,4.1,5
22741,3,MRSpb4c7X2NWPw7HhPQQ8A,4.0,1
22742,3,-U3u2LJQmTiq8QQrqL-CGw,3.33,0
22743,20,mn21uUTqtrTrXk_YLJjxcQ,3.4,29
22744,21,0qbfCsqgn7ol9m9CgAJ3WQ,3.76,44
22745,1,KYhTVuy9vaM5iJZPWjvL4g,4.0,0
22746,6,xHgysFgq8nlOL9tVTF_Brg,2.0,5
22747,6,0m74sDC-dxqJ-ZbzOfpmKg,2.17,6
22748,47,PZ9FB1czAYXuxLH7eegBvQ,3.78,118
22749,5,bPCo3Dom-QzYPR8xJymWTQ,2.6,12
22750,1,PWHCZMN4Jv9xPeiU4KIc4w,4.0,1
22751,6,nnnV7CGk72vpGLNvaBvvrA,2.33,3
22752,9,xpQHJITObNgF3rf_Zrdj3Q,3.25,14
22753,15,umFk-9qCmxsmiZw1e_vmKQ,4.13,6
22754,432,xFOmIPeiWe1tG-G_sbuDPg,4.07,268
22755,1,hE8cu6qYG474Gd2B9_qqog,4.0,0
22756,3,g-Ku2HULyVGHRz_llB1yRg,4.0,2
22757,7,ZzqJuInG9XvzF0EZHtu8bQ,4.0,3
22758,10,07f7H8VWvaNb5rl49LGdLA,4.3,12
22759,2,Yot62w-gLmBbXmLLZJwuww,2.5,2
22760,2,8SsgD4VymiDDTZiZ0CEs0Q,5.0,1
22761,3,D3FK3OzoqxcnbeKeiSnmhg,4.0,0
22762,4,bTdw7g0mdvfeCyaPa56pBg,5.0,1
22763,85,kMiQnYFmAYbjHyyIPGSwoA,4.12,122
22764,72,_059bXRkCzdOiEmPxZnUIA,3.4,61
22765,6,kIuPlXoAZjDzb97jYFketQ,2.67,7
22766,14,_smlsuzRkhr2LcxMciYP6A,3.86,5
22767,2,krwaXYOd1fcRbU4tNYcJDw,5.0,1
22768,24,PgeOH93BUBiAFHnb-L39hg,2.45,24
22769,17,rG2UXpUG25vajg8Z6q2Hng,4.59,30
22770,1,wJcZjow4PS-ID3iuLYrmCg,5.0,1
22771,3,yM4XsvRUHWuz7R88eQRsHA,1.0,10
22772,9,qCLYzhd0L_P1iSjZJN0ZLQ,4.12,17
22773,122,k6jTHpivcE1AGgofIS8nzQ,3.56,118
22774,3,3kezOVQ1sMsiJXr_IilqIg,1.5,10
22775,1,3depDHefjnFVAS2tokv_3w,5.0,0
22776,1,8wy-PB1YevC4Rv6zwoUjaw,5.0,1
22777,10,7fCTCQxS2_x4ECDbLXTJeg,2.9,0
22778,8,jYatk8cX1GSa0D0Ej7JjXg,3.86,17
22779,3,TSBhN2B2QgZoOnTgeUAKVw,5.0,2
22780,1,QZhQVR0gf5Ye_sJrVG94ZA,1.0,0
22781,1,RCN1lGwYmsQXdWcLQxrSOg,5.0,1
22782,5,kszQavQ4dPVYzx0lfIlWJQ,3.6,8
22783,10,VOhm_qsa-Ga_otVJBnum_w,4.86,6
22784,25,RG3fSnsUFnagOcJgyOzMEQ,3.52,28
22785,3,qsqXxJbp4UGgM5AKHv3EjA,5.0,1
22786,23,gs_mugwvCxq3vErg9nF2CQ,3.57,15
22787,76,ce8EIWnx8vBzhi8SrTdqCA,3.74,149
22788,1,0adP79ddXc7vy5KuARwslQ,5.0,0
22789,47,Bq1WRSGLdj3OmM309sVhYg,3.57,30
22790,2,otOAV5myz6pu2aHpPga6RA,1.0,1
22791,1,7S14vPANdzRCfIynfgjPKw,3.0,0
22792,182,bgxBZ4VNdXM6U9_UlttoIQ,3.62,162
22793,67,bKpZgPTf1lCroPMhqFknUw,4.24,170
22794,9,zEBwPEQK79izw3BGmkbSgQ,4.44,7
22795,4,5QvJQuY669U7chbSEv5smw,3.25,7
22796,3,sJVymF1jfYCPeAYsCHzA3Q,1.0,2
22797,1,BP_zQwCRaQb3zpnjVWBnrg,5.0,3
22798,37,y09Zhjx7671gvyPqHdAJ5w,3.97,13
22799,7,J54N5hsiBgx2U7QsbuMdHQ,4.29,4
22800,6,DY-xUuyMewB-MmQUnzNwfA,5.0,5
22801,24,afeUN0x5ray1xy3ONY51sA,3.32,10
22802,23,6UVPQ0QljXuNwZyEwAmtgA,3.73,6
22803,20,lv9lWeeWSpb0tuecrKg1Dw,3.47,10
22804,12,7PNLpIGi7OZzWcbdfu8alw,4.25,1
22805,28,TCdfeYGzshO9J3FaSmh0Xg,3.77,9
22806,4,Lklm8Ni57m5whfe2xA04QQ,4.33,23
22807,9,Uc3cIIGqRoWRPm5pRS4CBA,3.56,8
22808,37,Ec0_hyghnX9jZQW20OYeoA,3.92,21
22809,10,ZzxZZksMVxeOGcGfEFbfUw,3.5,8
22810,453,-24tMru5bOEJG7MeFwkdmw,3.5,382
22811,52,7YFghlxzMBy5YjCfIUcJyQ,4.19,53
22812,9,J9_QRGpKaLmOb24L5W3PIg,3.44,11
22813,78,7nUPd0t9DLoYWZ0By7sH_A,4.13,91
22814,3,cC2RtYIzbD1GST79GXMB-Q,1.0,0
22815,10,RY1HzYyGqxKUkT3b6_V0oA,3.3,1
22816,1,X7PZ2L-0PvHJOYa-XrIJHw,5.0,0
22817,3,WbrKDU7seDYK05VMHBa8RA,4.0,3
22818,32,QmacfXgllIauQV75f62I9w,3.03,24
22819,3,L6fwtdusASzr0yR8tx5DBg,3.0,6
22820,1,St8YV8NlCnaQrucx4-W10g,4.0,1
22821,4,yadwpzdqjPExprw21-3c5A,5.0,1
22822,10,9b53hBDMyNdgwAFce9h6bQ,4.4,9
22823,14,bHC_Cpv6QW7jSlJHR4_0Rg,3.57,13
22824,18,kUKH7Mbah6TVgV_9LEnH0g,3.33,6
22825,2,JsnWMYYKYH1-nsXGR91OmQ,4.0,0
22826,5,HqYQMSO55ZRZ-z7UWtZ_Tw,4.2,9
22827,13,jOTG3TdprDkQO_V1asGF4w,3.85,11
22828,42,0dB8rQJuFfTEa2NFX-5ifg,2.74,95
22829,2,Qn2jm6pBiyZ5TcuqKzDT9w,3.0,1
22830,17,j1CazLp9B0WQAuPKvjXQfQ,3.19,32
22831,1,w6vlJ-v5IIdGLX3OfWmKtQ,2.0,1
22832,11,E_1N6H102rr1YdZAakDLYg,3.91,37
22833,1,TM-QPRjV-_yVfry1fPfoRw,5.0,1
22834,34,MaEXUj6CajFhO0o90odYgA,4.65,72
22835,319,fDoRfe_kP9N98eWM-8vJpw,4.03,256
22836,5,PVbWbeu5tU77hPpYUu_Cdw,3.4,16
22837,17,Qh4Ovo47AMXvRQByc4dMnw,2.82,13
22838,49,xB9Yze6uC1mJXEzA8wpWSw,3.96,80
22839,2,jlqymLpCXdR3AsA2h8LaTw,5.0,0
22840,1,0XieZs_Z5YIwuQYq45tyvA,2.0,0
22841,10,MphD7VDOEb1KTjIp-oFoMw,3.8,17
22842,2,x9Lbhu0eR8_4ZddXw1mDig,5.0,1
22843,12,9bfryXyHC9-hZyuibVWQlw,4.0,21
22844,2,B3ysJoFJr0PDHczLMTQgUA,5.0,1
22845,7,DdlhLZe_QSLwMih_vW1_fg,2.29,2
22846,10,2Cp3egNfPgb6GTfttn0RiA,3.9,2
22847,14,5kMA-fpIqCIzCNGOMW0TYg,4.07,10
22848,14,dUZ8aLUiX3_zq83nnlytjQ,3.29,34
22849,4,S6dMSg6glAJjZKQzPJh6qQ,5.0,2
22850,250,zZw5XBjv1r9KLyQfD2sfHQ,3.71,191
22851,1,dn1G9QV5sVhIu4y_ydY2RQ,1.0,1
22852,3,jOWBX40VZpr4u0dGqww59g,5.0,1
22853,286,4gQzPuXGPHSREYYKlLBLGg,3.58,198
22854,1,opSiih7I4YHF9n0TfvO83w,4.0,0
22855,2,uKX_hIbmL2FOzuq_Q-2aCw,5.0,0
22856,9,hA3nsXht1PdmxX3YHU-I8w,3.78,16
22857,24,l61ZBqg2BPd0-6_Uq_3hfw,3.75,35
22858,2,wJwB9UZhOQroDqX51w711g,4.5,0
22859,110,9P7TTQzzarDsRenZKgOpzg,3.87,80
22860,19,UqcV9swsi2Gjv3qFGgCCNg,4.05,37
22861,3,POReV3_TSO6iL3TsmR4wQg,5.0,4
22862,2,sF-3RBG5t6kNqnQjVXePpg,4.5,1
22863,4,vfhcSdD3qRiUNFxJkUOqwg,3.75,4
22864,7,kQz2whaGTQYncHCCy2GWpQ,4.6,4
22865,9,hAeEV2xYw-iL5His9zE_6g,4.11,20
22866,34,H7OGq5Upv2FwuSORESv6Kg,3.62,22
22867,69,PsCqundHpO8qCyWExI4dSw,2.82,19
22868,98,l3V8zKCutNU6y3VNVeLLjA,4.27,117
22869,1,EwU8PAOPojrXiZvnJL59Hg,5.0,0
22870,52,AA2QzaCSRgcJVswAn6CHUQ,4.06,65
22871,2,zoGRpLDgKc-Iqu5s9J9Buw,5.0,1
22872,4,67l_gT6TZIDJMkRivtU7zQ,3.0,3
22873,15,L48cHSTX9ZdSyAjWWbETMg,4.13,10
22874,7,EaBSxpcf3S128Ncrtt95Zg,4.29,1
22875,1,y0dTNWIHhJFYMGS3yOBi_A,2.0,0
22876,3,cbTB9iRRF5XudUPuANVYag,5.0,3
22877,144,GnZWh25MyJD1d5FMKl3QmA,3.57,410
22878,13,9U1e1jLTtafgtuy08BEgoQ,4.23,9
22879,5,38t4_TFlLsX_MeiBMltM-Q,3.2,9
22880,1,Yo9FyyfGt5a_HfRdIA3s2w,5.0,0
22881,2,MeYt3gw8xbXCvFyLvTXjXg,4.5,5
22882,4,_nffzo0sK8aYVhH7emeWEg,4.5,7
22883,80,No1oU3ysRxoUJbLfDCVQXQ,4.1,185
22884,58,cdzZkNL2XQ8eekkCe2wudQ,3.72,54
22885,15,2VTD9UCtyg4s2x88peMXzg,4.67,49
22886,3,-QXUUzZprBnm7Lbv9CWO6A,3.67,5
22887,38,9X3tFqOcNgA56QSqTQBDYw,3.55,44
22888,2,ie2Nq6MKQL-A2GlKNXL4hg,5.0,1
22889,17,JWEVvmf4DMaZbLZNk_1dMA,3.53,27
22890,5,tsTR5727VZrW0wBpPQNp1w,2.6,1
22891,4,_qRCoIFvhXfXm22wA8_TRQ,3.25,2
22892,44,rCV4n0TvRJzUKlfgXAXGlw,3.39,22
22893,1,QajCu5ERPIQ2Lid5C0YMGA,5.0,0
22894,12,3Ev6i3DakmRXKlSZk3NWuA,3.83,25
22895,73,DJzbBORAJjTiTzFCEdoMQQ,4.15,113
22896,14,JW4iRjIP4gGgl-A8mhCKGA,2.71,20
22897,10,8hh8N3MgUomLYi-N1tus1g,4.6,5
22898,7,_n4GlpyAIHZqm15_XRbmDA,3.14,10
22899,2,kKy10HlcwxqI76B732HP5Q,5.0,0
22900,13,N4yUR5SMvpgSmNNOizuTxQ,3.69,15
22901,29,V2dNkzZOk61E-ChEOwDlxA,4.03,72
22902,17,vxUrKwxsGn3WwTsgkZJ-UA,3.76,27
22903,1,aCu_rQws-qgUMqF3_udgdw,4.0,1
22904,9,AIzyeI0KrVO3jFF3eX_5KA,3.78,10
22905,5,ewvsoOiFqN02y3O980VMvQ,3.6,7
22906,26,VKF5RD7Yb3drmIzoqXIXvA,4.42,34
22907,7,ZtIMT4Fns15h92OQiwRdCQ,4.33,6
22908,9,oHNvGuHq0SapaNA9nLY5cA,3.56,7
22909,282,DneE9Ikm4yjPHXJCz3mqaw,4.04,251
22910,100,riDw3AC-vZCPOpTlX_jdAw,3.91,83
22911,4,pEBx5r4IQgpBFa-qR_Kv0g,2.0,4
22912,18,5OiNZAaTvKz-dAtHIGm7Kg,3.0,25
22913,122,e9d4iLgBycM4D4G45WCnPQ,3.71,256
22914,1,GUxTpvUeZb1_ssGP6Zb1aA,1.0,0
22915,4,uaa2zN1fXB36DhibPeWcuQ,2.33,4
22916,1,KVOrDbc8p6cAgOSDLCBwAg,5.0,0
22917,298,yHCzZTF641SyRQGoefRvQA,3.83,207
22918,1,CpgAgsEn2I7KADvOGlG_tg,5.0,0
22919,4,l1hETXYDPu2_HXJ2HxhpVA,3.33,6
22920,5,RrUZO_2Q0thTVVu_G7GzZA,4.0,1
22921,297,6dRFbM8DLYEyf_VlERNazw,3.69,305
22922,333,TjPt2hD56jfpmtoa6kVVRg,3.79,1088
22923,29,VRk8leyuxVufgPj2fC7-Vw,3.69,12
22924,1,8ae0PKg7j4WOSKr_wmR1vw,1.0,1
22925,4,PdhP-cSiWkdEloxngtvFWA,3.75,1
22926,2,5oe7fcpaiB--1gSllHm27g,3.0,3
22927,5,r1dSfSmEvoQfwqkthydolQ,3.5,1
22928,6,cAz5WuhJ6rJEXphpwicyXg,4.67,7
22929,2,ckbfrV9plHGUoBeovjbPWg,3.0,1
22930,4,L-ni8EcqTR-EUOIWqY5KwQ,2.67,2
22931,1,tyLAyMMg-y2RgVx7qypQfA,5.0,0
22932,17,DMJ6UkMaAYH9DwiEUc_R8g,3.88,15
22933,317,E6f4ZNOROaQ4rAByXO6cFA,3.83,264
22934,1,othSQHSFq4yD-7rM3P9PAw,5.0,0
22935,56,5p8cCKiCbru9FL7HNDYCbQ,3.49,32
22936,2,Vo65qRN73ddy6veZN6n24A,5.0,1
22937,94,yJ8A_iGJO1aqXr9HY2QhjA,3.63,170
22938,216,fwkUglaLHthAFC-qJbyMOQ,3.83,374
22939,4,tv-KrSTGhaHAIupI-keEFg,5.0,17
22940,2,XK7_GWi6doOa4ppVwoKQoQ,5.0,5
22941,2,UIpz8EnWGzxRTL8_My-ypA,5.0,0
22942,8,SzxjjnOoehbFeJQyfJfj6A,3.75,1
22943,54,GOwr-GpWKBzf7vhcc2cH9g,3.57,38
22944,4,ovjDb5aqOPz_vQU4bTxhmA,2.5,5
22945,1,8EidG5WAMoccozDZ_D6shg,5.0,0
22946,3,oDarLx0FfoU3XX2bZKSu2g,4.67,2
22947,1,lO1iFok_4Fv_rFfRAWyhkw,2.0,0
22948,16,4xw2k2iAEGumGPYlvGlp5Q,4.31,31
22949,99,R2KgDrHRLRfyBARskKAY9w,3.42,60
22950,2,89fJ3Mox4eANx0aq9JMsbg,5.0,6
22951,6,-_kYtEITbj5khWLI1P9TDQ,3.83,10
22952,7,oynxUvxg8ckvL9z90wUH_A,3.86,8
22953,3,zqGATvI3UoOPOyXIfP6iZg,4.67,2
22954,4,tT9HtHN9HXUeio06zUjyAA,4.25,0
22955,8,xhQsNN2-JpxfqvfEyOFlsQ,3.43,7
22956,3,t0RPindsL-pbORtvaQkWhA,4.67,0
22957,11,WSU1d5S2w5YtIkgqN6dgqw,4.09,8
22958,6,qSUMjhdwp2DS6m0xrBSSAA,5.0,5
22959,47,Ep3anRsVSShs7O4DlEmoWA,3.68,51
22960,11,zIU9GnCjs-n8LBz2EQ64Og,3.89,3
22961,29,mlL6MuK5zU6tGTbV3X0nhA,3.42,43
22962,5,y75g1BYxkSzCsj8_5oOV8A,4.4,3
22963,20,gHXyUNMssGesqL3nojDx4Q,2.8,27
22964,5,uLEhrI2FKSB4YrfpU56QSw,4.6,1
22965,4,2zH42bmMTnM5u7iuNk1RvQ,2.67,1
22966,1,R7NAtGy2jRI_KXwfiA1OlA,5.0,0
22967,9,6C30U6eLu10KNJYfhCUL2Q,3.78,2
22968,5,tVb4o-5YLOw-soxpqPBk_A,5.0,1
22969,52,RpC1jwOttGJcM5TIgscMTQ,3.06,76
22970,19,nW8ZMWKE4OK3dxYhP8WsNg,4.0,11
22971,6,P3GuGoO4iTkL6r5aBTD-PQ,3.33,1
22972,26,MAInDMZ_UyVjiMcDJTMTMw,4.19,26
22973,13,m1AHP80IkjNIZYPuJnGVFg,2.6,20
22974,93,e4zs2ZluEETsVn79Ia9tfA,3.97,151
22975,171,MVHHKyxfGWCnxNmW9tf35g,3.32,122
22976,4,rZ55D8zQjRYOQ7GrWmro2A,5.0,3
22977,44,e8Ux_b9e3OGceknRqi44WA,3.84,81
22978,2,cO_SZRZHFrcMNMNW4ZGaOg,3.0,1
22979,103,CcLdi2QH8YSiVGIyBwTa4A,4.13,109
