,buiness_review_count,business_categories,business_city,business_id,business_stars,checkin_info
3036,3,"['Home Services', 'Real Estate', 'Apartments']",Chandler,ShZMgQbUmTzya64HEOlgcA,1.0,"{'11-4': 1, '13-5': 1, '23-3': 2, '18-3': 4, '11-2': 1, '11-6': 1, '11-3': 1, '14-3': 2, '18-5': 1, '20-3': 1, '16-0': 1, '15-5': 1, '14-2': 1, '16-5': 2, '14-1': 1, '16-4': 1, '23-4': 1, '18-2': 1, '17-2': 2, '16-2': 1, '16-6': 2, '14-6': 1, '12-1': 2, '12-4': 1, '22-2': 2, '15-6': 1, '12-5': 2, '10-2': 1, '17-5': 5, '22-0': 1, '14-5': 1, '17-4': 2, '18-0': 2, '17-1': 2, '18-4': 2, '14-0': 2, '12-2': 1, '12-6': 1, '17-6': 1, '0-4': 1, '17-0': 2}"
3037,8,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Tempe,HH97NXDdL4r5H3niD7p6Jg,3.5,"{'21-4': 1, '7-5': 3, '11-4': 2, '14-1': 1, '18-3': 1, '12-0': 3, '17-5': 1, '2-5': 1, '7-1': 1, '10-5': 6, '2-2': 1, '16-6': 2, '19-1': 1, '11-0': 1, '22-6': 1, '8-5': 1, '7-3': 1, '1-6': 1, '13-6': 1, '2-0': 1, '14-6': 1, '21-0': 3, '6-4': 1, '10-4': 2, '15-6': 1, '3-5': 1, '12-5': 5, '8-6': 3, '11-1': 1, '10-6': 5, '14-5': 1, '13-3': 3, '3-2': 1, '11-5': 2, '12-6': 3, '9-5': 6, '8-1': 2, '7-4': 1, '7-2': 1, '8-3': 1, '18-4': 2, '0-6': 1}"
3038,102,"['Italian', 'Pizza', 'Restaurants']",Phoenix,ZRJwVLyzEJq1VAihDhYiow,4.0,"{'19-0': 1, '13-5': 4, '0-2': 1, '21-2': 2, '21-1': 1, '20-2': 1, '17-3': 1, '20-5': 1, '13-2': 1, '19-1': 1, '19-4': 1, '9-5': 1, '17-6': 1, '20-1': 1, '21-3': 2, '18-4': 1}"
3039,15,"['Restaurants', 'Italian']",Surprise,Tn2AwkyK9T-N7D9lZFAVpw,4.0,"{'13-2': 2, '13-3': 1, '15-6': 1, '7-1': 1, '15-4': 1}"
3040,16,"['Bakeries', 'Food', 'Delis', 'Restaurants']",Phoenix,QxHM7gQ7RcRHjnmr63xQnQ,3.5,"{'18-5': 1, '11-4': 1, '11-0': 1, '11-2': 1, '5-0': 1, '19-6': 1, '7-1': 1, '15-4': 1, '10-5': 1, '19-3': 1, '6-3': 1, '10-6': 1, '7-0': 1, '15-2': 1, '12-6': 1, '9-5': 1, '8-5': 1, '7-2': 2, '7-3': 2}"
3041,15,"['Burgers', 'American (Traditional)', 'Hot Dogs', 'Restaurants']",Mesa,i6FVePCt5MHmXswAL2c2sw,4.5,"{'12-3': 1, '16-1': 3, '13-4': 1, '8-4': 1, '12-4': 1, '11-1': 1, '7-1': 1, '9-0': 1, '21-6': 1, '19-1': 1, '20-0': 2, '16-5': 1, '8-5': 1, '20-1': 1, '7-5': 1, '14-6': 1, '20-4': 1, '17-5': 1, '14-5': 1, '8-0': 1, '10-0': 1, '7-0': 1, '17-2': 1, '12-6': 1, '8-1': 1, '7-2': 2, '17-0': 1}"
3042,96,"['Food', 'Bakeries', 'Delis', 'Bagels', 'Restaurants']",Chandler,nmj5yK9dZ2atlM9RYDCRHw,3.5,"{'10-2': 1, '10-4': 1, '12-0': 1, '11-2': 1, '15-2': 1}"
3043,186,"['Italian', 'Pizza', 'Restaurants']",Scottsdale,kFVapB4z_5VoOnYazF_ERA,4.0,"{'19-0': 1, '19-2': 6, '13-5': 1, '20-3': 1, '17-1': 3, '8-6': 1, '17-5': 8, '20-5': 5, '19-1': 6, '18-5': 5, '9-6': 1, '18-1': 5, '20-0': 2, '21-2': 1, '17-6': 3, '21-0': 1, '16-4': 1, '20-1': 2, '21-3': 1, '18-2': 8, '17-2': 1, '22-5': 4, '21-5': 1, '18-3': 5, '21-6': 2, '16-6': 3, '17-0': 5, '19-5': 7, '20-2': 4, '20-6': 1, '16-0': 2, '18-6': 2, '17-4': 3, '18-0': 1, '16-2': 3, '19-4': 6, '19-6': 1, '12-6': 2, '21-1': 3, '16-1': 1, '19-3': 10, '18-4': 9, '15-5': 2}"
3044,6,"['Food', 'Coffee & Tea', 'Art Galleries', 'Shopping', 'Arts & Entertainment']",Phoenix,MQ4oAsidXBVxpRqCRnRVFA,3.0,"{'13-6': 1, '11-4': 3, '12-4': 1, '11-2': 1, '6-6': 1, '14-3': 1, '9-0': 2, '8-2': 1, '10-5': 2, '10-4': 1, '8-4': 1, '10-6': 2, '11-0': 2, '11-6': 5, '10-1': 1, '10-3': 1, '12-1': 1, '10-2': 1, '9-2': 1, '11-1': 2, '13-2': 1, '13-3': 2, '10-0': 2, '11-5': 4, '12-2': 3, '12-6': 1, '9-5': 3, '7-2': 1, '13-0': 1, '12-0': 4}"
3045,3,"['Sporting Goods', 'Shopping']",Glendale,qPFeVWE6EgoPWEVZCU0hPg,2.5,"{'12-3': 1, '16-1': 2, '13-4': 1, '11-4': 2, '13-5': 3, '12-4': 2, '11-3': 2, '14-3': 1, '15-4': 2, '15-5': 2, '18-1': 1, '10-1': 1, '18-3': 1, '13-3': 1, '12-5': 3, '16-0': 2, '14-5': 3, '18-0': 1, '18-4': 1, '11-5': 1, '12-2': 1, '14-4': 2, '13-0': 2, '13-1': 2, '12-0': 3}"
3046,4,"['Auto Repair', 'Automotive']",Phoenix,NUR1pLEwUETAvcW_1rfGFw,4.0,"{'19-0': 3, '19-2': 2, '21-2': 1, '18-3': 4, '17-2': 1, '21-4': 1, '20-5': 6, '19-1': 1, '18-5': 4, '16-0': 1, '16-5': 1, '20-1': 2, '21-3': 3, '18-2': 1, '19-3': 4, '22-4': 1, '17-1': 1, '13-3': 1, '21-5': 2, '20-4': 3, '19-5': 7, '17-5': 5, '17-3': 1, '22-0': 1, '18-6': 4, '22-5': 2, '18-0': 1, '19-4': 3, '19-6': 1, '12-6': 1, '17-4': 6, '18-4': 5, '18-1': 1}"
3047,3,['Public Services & Government'],Phoenix,MPsCdY0Bwv2G0JXtwvE_hw,3.5,"{'8-3': 1, '8-1': 1, '15-1': 1, '7-0': 1}"
3048,4,"['Arts & Entertainment', 'Specialty Schools', 'Performing Arts', 'Dance Schools', 'Education']",Peoria,yMbHZ9Sok3wAtPy-ShSQHA,4.5,"{'19-0': 3, '12-3': 1, '20-2': 2, '13-5': 2, '15-1': 1, '18-3': 1, '11-2': 1, '15-3': 1, '11-3': 1, '15-4': 1, '16-4': 1, '11-0': 1, '16-6': 1, '15-5': 3, '14-2': 2, '17-6': 1, '14-5': 1, '18-2': 1, '13-6': 2, '8-5': 3, '21-0': 2, '15-6': 1, '9-2': 1, '11-1': 1, '16-0': 2, '18-6': 1, '18-0': 2, '10-0': 1, '19-4': 1, '15-2': 2, '12-6': 4, '9-5': 1, '11-5': 1, '7-0': 1, '13-0': 1, '16-2': 1, '14-0': 1}"
3049,3,"['Shopping', 'Cosmetics & Beauty Supply', 'Beauty & Spas']",Glendale,eJl8_6qggNasZ_ln0IF-XA,4.5,"{'13-4': 3, '13-5': 1, '15-1': 1, '15-3': 2, '11-1': 1, '15-4': 4, '13-6': 4, '10-5': 1, '18-5': 2, '17-0': 1, '14-2': 1, '16-5': 1, '18-6': 1, '17-2': 1, '14-4': 2, '12-4': 2, '15-6': 3, '12-5': 3, '10-3': 1, '14-5': 2, '17-4': 2, '10-0': 1, '11-5': 3, '12-2': 1, '12-6': 1, '13-0': 1, '18-4': 1, '16-1': 2, '18-3': 2, '11-2': 1, '11-3': 1, '9-1': 1, '16-3': 2, '16-6': 2, '15-5': 4, '11-0': 1, '15-0': 2, '18-2': 2, '10-1': 1, '14-6': 4, '10-4': 3, '10-6': 1, '19-5': 1, '17-5': 3, '17-3': 1, '20-5': 1, '16-4': 4, '19-3': 1, '18-0': 1, '17-1': 3, '14-3': 2, '13-1': 2, '12-0': 1}"
3050,4,"['Local Services', 'Dry Cleaning & Laundry']",Surprise,XuuSrEDYr2sQwd9d6LqdQA,4.0,"{'19-0': 8, '12-3': 5, '13-4': 14, '11-4': 6, '15-1': 35, '5-3': 6, '9-0': 5, '8-2': 3, '20-0': 6, '8-4': 10, '18-1': 25, '17-6': 7, '6-5': 1, '11-6': 17, '20-4': 1, '14-4': 7, '9-2': 3, '16-0': 36, '17-5': 5, '17-4': 12, '13-3': 7, '10-0': 5, '6-1': 3, '7-0': 8, '17-2': 24, '9-5': 12, '8-1': 8, '10-4': 6, '3-1': 1, '21-4': 1, '19-2': 4, '14-0': 18, '21-2': 2, '18-3': 14, '10-3': 6, '12-2': 5, '9-1': 5, '4-2': 2, '8-3': 7, '7-4': 2, '19-1': 14, '10-5': 15, '18-2': 20, '7-5': 4, '14-6': 14, '4-1': 1, '17-3': 24, '20-6': 1, '8-0': 10, '7-6': 4, '21-3': 3, '14-3': 16, '9-6': 11, '13-1': 5, '13-5': 14, '14-5': 7, '8-6': 5, '15-3': 17, '11-1': 9, '7-1': 19, '15-4': 6, '18-5': 1, '6-3': 3, '5-2': 5, '17-0': 30, '14-2': 19, '16-5': 2, '20-1': 10, '10-1': 5, '7-3': 4, '13-2': 6, '8-5': 16, '17-1': 19, '15-6': 6, '23-0': 1, '12-5': 9, '10-2': 9, '18-6': 3, '22-5': 1, '9-3': 6, '4-0': 3, '9-4': 5, '11-5': 18, '11-3': 3, '12-6': 3, '21-1': 3, '13-0': 5, '18-4': 7, '16-1': 20, '12-4': 12, '11-2': 7, '5-0': 4, '6-4': 10, '16-3': 28, '16-6': 3, '15-5': 10, '11-0': 8, '15-0': 28, '3-0': 1, '13-6': 7, '12-1': 5, '6-2': 5, '6-0': 1, '10-6': 3, '23-2': 1, '20-3': 9, '16-4': 7, '19-3': 13, '18-0': 18, '19-4': 4, '15-2': 19, '5-1': 3, '14-1': 12, '0-1': 1, '7-2': 2, '20-2': 5, '16-2': 43, '12-0': 2}"
3051,57,"['Vietnamese', 'Restaurants']",Peoria,2mcmuAvpNIJuV3gV0v9v2A,3.5,"{'18-0': 1, '12-5': 1, '13-0': 1, '12-4': 2, '15-0': 1}"
3052,10,"['Libraries', 'Public Services & Government']",Chandler,Kpzao8fG7lVLJlm-HoWKPg,4.0,"{'12-3': 2, '16-1': 2, '13-4': 1, '11-4': 2, '14-1': 2, '20-0': 2, '17-1': 1, '11-2': 2, '15-3': 1, '12-2': 2, '9-4': 2, '15-5': 1, '18-1': 4, '11-0': 2, '16-5': 1, '20-1': 1, '10-1': 1, '17-2': 1, '12-1': 4, '10-4': 1, '15-6': 1, '20-4': 2, '11-1': 1, '20-5': 1, '18-6': 2, '19-3': 1, '18-0': 1, '18-4': 1, '14-3': 1, '13-0': 1, '13-1': 1, '19-1': 1}"
3053,4,['Restaurants'],Phoenix,i98vDwJCbC4RHvDo0_XQuw,2.0,"{'12-3': 1, '21-4': 1, '11-4': 1, '13-5': 1, '11-0': 1, '18-3': 1, '11-2': 2, '11-3': 1, '9-1': 1, '9-0': 1, '16-3': 1, '10-5': 1, '8-3': 2, '10-6': 1, '14-2': 1, '21-1': 1, '11-6': 2, '20-1': 1, '13-6': 1, '21-0': 1, '12-5': 1, '9-2': 1, '17-5': 1, '11-5': 1, '9-6': 1, '9-5': 1, '8-1': 1, '16-2': 1, '12-0': 1}"
3054,4,"['Breakfast & Brunch', 'Restaurants']",Phoenix,yaTx8l9SrM0qR3Zcdnw5rw,4.0,"{'8-0': 1, '16-1': 1, '15-1': 1, '7-0': 1, '11-2': 1, '17-2': 1, '8-2': 1, '12-3': 1, '15-0': 1}"
3055,7,"['Car Wash', 'Automotive']",Scottsdale,LnNQdWEbcYIbC6rjdFBpqw,4.5,"{'17-4': 3, '10-4': 2, '11-4': 1, '14-5': 1, '12-4': 1, '16-5': 1, '14-4': 1, '18-6': 1, '13-0': 1, '16-4': 2}"
3056,8,"['Breakfast & Brunch', 'Restaurants']",Mesa,a1aFceRgC03yy3ENdynDnA,4.0,"{'22-1': 1, '15-4': 1, '14-2': 1}"
3057,9,"['Food', 'Grocery']",Scottsdale,X2CvejXoxpIOr8j6O-gM7A,2.5,"{'12-3': 1, '11-4': 4, '13-5': 1, '8-6': 3, '9-3': 2, '7-1': 1, '9-0': 7, '10-5': 15, '8-4': 4, '6-5': 2, '8-5': 7, '23-4': 1, '7-3': 1, '8-0': 5, '11-6': 11, '10-2': 5, '12-5': 14, '9-2': 1, '10-0': 6, '9-4': 9, '11-5': 17, '10-1': 7, '12-6': 10, '9-5': 13, '8-1': 2, '13-0': 2, '13-6': 4, '12-4': 1, '11-2': 3, '11-3': 2, '9-1': 4, '10-4': 9, '19-1': 1, '11-0': 2, '8-2': 3, '7-5': 2, '10-3': 2, '14-6': 1, '6-2': 1, '8-3': 1, '11-1': 3, '10-6': 14, '13-2': 1, '7-6': 1, '9-6': 7, '7-4': 2, '7-2': 1, '13-1': 1, '12-0': 2}"
3058,36,"['Bakeries', 'Food', 'Grocery', 'Health Markets', 'Specialty Food']",Scottsdale,9CqxDNPWlkJW1ZCM8Gu_nA,4.0,"{'8-0': 1, '13-3': 1, '14-3': 2, '14-1': 1, '12-0': 1}"
3059,34,"['Barbers', 'Beauty & Spas']",Scottsdale,fhe6HAP9_IAMDyH8OEEIwg,4.0,"{'19-0': 3, '12-3': 4, '13-4': 5, '11-4': 2, '15-1': 5, '21-0': 2, '10-5': 1, '11-0': 1, '8-4': 1, '18-1': 8, '17-6': 6, '11-6': 6, '20-4': 9, '22-4': 2, '9-2': 2, '16-0': 9, '17-4': 15, '13-3': 2, '22-1': 1, '23-1': 2, '9-5': 1, '21-4': 10, '19-2': 6, '21-2': 1, '18-3': 9, '12-2': 3, '19-6': 5, '15-0': 4, '12-6': 6, '23-5': 2, '19-1': 5, '8-2': 1, '22-3': 3, '18-2': 4, '14-6': 6, '22-2': 1, '17-3': 9, '20-5': 6, '13-2': 2, '21-3': 2, '14-3': 1, '19-5': 11, '13-5': 7, '14-5': 8, '15-3': 2, '17-2': 12, '15-4': 5, '18-5': 8, '17-0': 3, '14-2': 1, '16-5': 7, '20-1': 3, '17-1': 9, '18-0': 9, '15-6': 2, '12-5': 4, '18-6': 4, '22-5': 4, '9-4': 1, '11-5': 1, '11-3': 2, '14-4': 2, '21-1': 2, '13-0': 2, '18-4': 15, '16-1': 7, '12-4': 6, '11-2': 4, '16-3': 3, '15-5': 9, '20-0': 2, '13-6': 4, '12-1': 5, '10-4': 1, '21-5': 7, '17-5': 5, '20-3': 6, '16-4': 5, '19-3': 5, '10-2': 1, '19-4': 13, '15-2': 5, '14-1': 1, '20-2': 3, '16-2': 3, '12-0': 6}"
3060,3,"['Active Life', 'Amateur Sports Teams']",Phoenix,kwmbV7MLjNVnwjVGSzCndQ,3.5,"{'21-2': 1, '11-2': 1, '20-4': 1, '0-5': 2, '10-5': 2, '17-4': 1, '16-6': 1, '12-2': 1, '22-1': 1, '19-4': 2, '21-1': 2, '17-6': 1, '23-0': 1, '23-4': 1}"
3061,7,"['Local Services', 'Active Life', 'Gyms', 'Child Care & Day Care', 'Fitness & Instruction']",Tempe,ctJZqkw4VKVk94l-yh145g,3.5,"{'21-4': 1, '14-1': 1, '11-5': 1, '12-2': 2, '16-4': 1, '17-5': 2, '17-6': 1, '11-6': 1, '20-4': 1, '13-6': 1, '14-6': 1, '21-5': 2, '20-1': 1, '19-5': 1, '20-2': 1, '17-3': 1, '18-6': 2, '19-3': 2, '18-0': 1, '19-4': 1, '12-6': 2, '14-0': 1, '12-0': 1, '13-0': 1, '18-4': 1, '18-1': 2}"
3062,30,"['Greek', 'Mediterranean', 'Restaurants']",Scottsdale,FjQWjXvFCdrgdU3Rgi3b3w,4.0,"{'12-3': 2, '8-3': 1, '14-1': 1, '11-0': 1, '12-4': 2, '12-1': 1, '16-2': 1, '6-2': 1}"
3063,4,"['Bars', 'Nightlife']",Phoenix,Ypx_idDaRN0dOrE8LXvruw,4.0,"{'19-0': 1, '13-6': 2, '14-6': 2, '17-1': 2, '18-3': 1, '17-0': 1, '12-5': 2, '19-5': 1, '17-3': 1, '19-1': 1, '17-4': 3, '18-0': 2, '18-1': 1, '11-5': 1, '12-6': 1, '17-6': 2, '20-4': 1, '18-4': 1, '18-2': 1}"
3064,19,"['Food', 'Coffee & Tea']",Tempe,BZbW0vha5fg4qTfwHMnYjw,2.5,"{'19-0': 1, '13-5': 3, '20-3': 1, '21-0': 1, '17-5': 2, '21-6': 2, '10-5': 1, '18-5': 9, '20-6': 5, '16-5': 1, '11-6': 2, '20-4': 4, '17-2': 1, '22-4': 1, '14-4': 1, '12-4': 1, '15-6': 1, '12-5': 3, '14-5': 3, '19-6': 6, '12-6': 2, '18-4': 7, '21-4': 2, '19-2': 2, '18-3': 8, '12-2': 1, '11-1': 1, '10-4': 1, '19-1': 1, '18-2': 1, '13-6': 4, '14-6': 1, '12-1': 2, '21-5': 2, '19-5': 10, '20-2': 1, '17-3': 2, '20-5': 3, '19-3': 3, '10-2': 1, '17-1': 1, '19-4': 5, '14-3': 2, '18-6': 1, '15-5': 3}"
3065,22,"['Mexican', 'Restaurants']",Mesa,_mt0EQgGCG-qrLy51RnQag,3.5,"{'19-2': 1, '13-5': 1, '17-2': 1, '7-1': 1, '9-0': 3, '21-6': 1, '15-0': 1, '10-5': 1, '18-1': 1, '15-5': 2, '20-0': 1, '14-5': 1, '7-3': 1, '14-6': 1, '15-6': 2, '17-3': 1, '10-6': 1, '16-4': 1, '7-0': 3, '9-5': 2, '7-2': 2, '16-2': 1, '7-4': 3}"
3066,92,"['Sushi Bars', 'Restaurants']",Scottsdale,9VYZA4vEKtT_SXHj-ZK_1Q,4.0,"{'11-6': 1, '13-5': 1, '14-6': 1, '20-1': 1, '16-5': 1}"
3067,12,"['Pizza', 'Restaurants']",Anthem,wyOMi6P9E3C8Fk1IxlcLJA,3.0,"{'18-5': 1, '16-6': 1, '21-6': 1, '16-5': 1, '14-4': 1, '19-5': 1, '20-6': 1}"
3068,5,"['Mexican', 'Restaurants']",Queen Creek,28rwOFllr-sJs3UQKkx1Bg,4.0,"{'11-4': 2, '14-1': 4, '16-1': 2, '17-2': 3, '9-0': 3, '13-6': 2, '10-5': 3, '17-0': 3, '14-2': 1, '17-6': 1, '13-5': 2, '11-6': 1, '7-3': 1, '17-1': 1, '15-6': 1, '9-2': 1, '16-0': 1, '14-5': 1, '17-4': 2, '14-0': 2, '19-6': 1, '12-6': 1, '9-5': 1, '19-2': 1, '11-5': 1, '12-4': 1, '12-2': 1, '16-3': 1, '15-5': 1, '20-0': 1, '19-1': 1, '15-0': 1, '10-1': 1, '14-6': 1, '12-1': 1, '19-5': 1, '17-5': 2, '10-6': 2, '10-2': 2, '13-1': 1, '19-4': 1, '9-6': 1, '18-6': 1, '16-2': 1, '7-4': 1}"
3069,3,['Religious Organizations'],Glendale,xXC8Kj1yr4u29Nl4uerd9w,4.5,"{'13-6': 3, '14-6': 7, '13-5': 5, '14-5': 13, '15-6': 1, '12-5': 6, '19-5': 1, '18-6': 1, '19-3': 2, '16-6': 1, '15-5': 1, '11-5': 2, '9-5': 1, '12-6': 6, '17-6': 2, '11-6': 4, '16-5': 1, '10-5': 2}"
3070,3,"['Food', 'Ethnic Food', 'Specialty Food']",Scottsdale,ZD3Nvl1hKmGPhImhvTRIKQ,2.5,"{'10-1': 1, '16-1': 1, '8-4': 1, '6-2': 1, '8-3': 1, '9-3': 1, '12-5': 1, '9-2': 1, '9-1': 1, '16-0': 1, '8-2': 1, '10-4': 1, '10-2': 1, '11-4': 2, '14-3': 1, '12-6': 1}"
3071,79,"['Indian', 'Buffets', 'Restaurants']",Tempe,6SMQl2vR37HvjYWwSl1V3w,4.0,"{'19-2': 1, '13-4': 1, '13-5': 1, '18-3': 1, '17-2': 2, '20-3': 1, '16-5': 2, '17-6': 1, '8-5': 2, '20-4': 2, '17-0': 1, '19-3': 1, '8-0': 1, '19-5': 1, '17-5': 2, '20-5': 3, '17-4': 1, '18-4': 1, '19-4': 2, '9-5': 1, '16-2': 1, '19-1': 1}"
3072,9,"['Arts & Entertainment', 'American (New)', 'Bars', 'Nightlife', 'Lounges', 'Cinema', 'Restaurants']",Maricopa,swuZvAsztWfd1W4aZIwG1A,4.0,"{'19-0': 1, '13-5': 1, '15-1': 1, '8-6': 1, '15-3': 2, '17-5': 15, '15-4': 1, '21-6': 4, '18-5': 18, '20-5': 36, '18-1': 15, '14-2': 1, '16-5': 4, '17-6': 25, '11-6': 1, '20-1': 13, '23-4': 1, '21-2': 4, '17-2': 23, '17-4': 19, '22-4': 4, '17-1': 5, '20-4': 22, '20-6': 13, '16-0': 2, '18-6': 30, '22-5': 1, '7-0': 1, '19-6': 21, '21-1': 1, '18-4': 41, '0-6': 1, '21-4': 6, '19-2': 24, '11-5': 1, '18-3': 27, '16-3': 2, '16-6': 9, '23-5': 1, '19-1': 14, '21-3': 5, '22-3': 2, '18-2': 23, '21-5': 7, '19-5': 35, '20-2': 8, '17-3': 17, '20-3': 10, '16-4': 6, '19-3': 22, '18-0': 2, '0-3': 1, '19-4': 34, '15-2': 2, '16-1': 3, '16-2': 2, '17-0': 2}"
3073,12,"['Buffets', 'Restaurants']",Phoenix,cuMMU10KaD0cZ2WdK5XC1A,3.5,"{'19-0': 6, '13-4': 1, '14-1': 1, '11-0': 1, '21-0': 3, '19-2': 11, '17-5': 5, '15-4': 4, '21-6': 3, '10-5': 1, '18-5': 22, '20-5': 19, '18-1': 8, '16-5': 6, '17-6': 2, '18-6': 9, '20-1': 8, '23-4': 1, '17-2': 2, '19-3': 13, '22-4': 5, '17-1': 6, '1-3': 1, '20-4': 17, '20-6': 5, '16-0': 2, '14-5': 1, '22-5': 6, '13-3': 1, '21-3': 6, '22-1': 1, '19-6': 6, '21-1': 4, '18-4': 25, '21-4': 13, '16-1': 2, '21-2': 7, '18-3': 6, '10-3': 1, '16-3': 1, '17-4': 14, '16-6': 4, '19-1': 5, '20-0': 7, '22-6': 2, '15-0': 1, '8-0': 1, '22-3': 1, '18-2': 6, '17-0': 5, '21-5': 9, '19-5': 16, '20-2': 5, '17-3': 7, '20-3': 11, '16-4': 4, '13-2': 1, '18-0': 5, '16-2': 2, '19-4': 17, '22-0': 1, '0-4': 1, '15-5': 2}"
3074,315,"['Steakhouses', 'Sushi Bars', 'Japanese', 'Restaurants']",Scottsdale,bgTB6MgdVQssXhkNJ7qIfw,4.0,"{'11-4': 2, '14-1': 3, '15-1': 2, '8-6': 1, '9-3': 1, '17-5': 1, '16-5': 4, '7-1': 6, '20-5': 1, '10-5': 2, '18-5': 4, '6-3': 1, '8-4': 1, '17-0': 2, '14-2': 1, '17-6': 2, '13-5': 1, '6-5': 1, '11-6': 4, '7-3': 3, '8-0': 2, '8-5': 1, '12-4': 2, '18-0': 2, '15-6': 1, '12-5': 2, '9-2': 1, '16-0': 4, '14-5': 1, '17-4': 2, '10-0': 1, '6-1': 1, '11-5': 1, '17-2': 1, '12-6': 2, '9-5': 2, '13-0': 2, '18-4': 6, '9-4': 1, '19-2': 1, '7-0': 5, '18-3': 5, '10-3': 2, '12-2': 1, '6-4': 1, '9-1': 1, '15-0': 2, '8-2': 5, '14-4': 1, '7-4': 5, '19-1': 2, '11-0': 3, '16-3': 2, '8-3': 3, '18-2': 2, '7-5': 1, '16-6': 3, '14-6': 2, '12-1': 3, '22-2': 1, '10-6': 2, '19-5': 1, '20-2': 1, '17-3': 3, '20-6': 1, '16-4': 1, '19-3': 2, '10-2': 1, '17-1': 2, '19-4': 2, '15-2': 2, '12-0': 2, '7-2': 4, '18-6': 2, '13-1': 2, '18-1': 2}"
3075,5,"['Shopping', 'Drugstores']",Mesa,Z81CSV-jESOzORrxxRjkAA,2.0,"{'19-0': 1, '19-3': 1, '17-1': 1, '19-6': 1, '12-6': 1, '20-6': 1}"
3076,4,"['Food', 'Ice Cream & Frozen Yogurt']",Phoenix,9pYBiLe3k5Gi-AJqRklXcQ,4.0,"{'12-3': 2, '16-1': 1, '11-4': 1, '14-1': 1, '12-4': 4, '11-2': 1, '9-3': 2, '12-2': 1, '15-2': 3, '9-1': 2, '15-4': 4, '10-5': 1, '10-4': 2, '11-0': 1, '8-2': 2, '7-3': 1, '10-1': 1, '8-0': 2, '12-1': 3, '9-2': 1, '11-1': 2, '13-2': 2, '9-4': 2, '7-0': 1, '14-3': 1, '14-4': 3, '8-1': 1, '7-4': 1, '13-1': 1, '12-0': 2}"
3077,53,"['Food', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",Glendale,a01JeGRdPYArzDgBLP9M5w,4.0,"{'13-3': 1, '8-4': 1, '14-1': 1, '9-4': 1, '12-4': 1, '14-0': 1}"
3078,20,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Peoria,l5oUrgQ190l8CcN8uzd_pA,2.5,"{'19-0': 1, '13-4': 1, '5-5': 1, '13-5': 1, '8-6': 1, '15-3': 2, '6-6': 1, '10-5': 2, '18-5': 2, '17-0': 1, '14-2': 3, '14-1': 1, '6-5': 1, '11-6': 1, '20-4': 1, '15-6': 1, '9-2': 4, '18-6': 1, '9-3': 1, '14-0': 1, '10-2': 1, '14-4': 1, '8-1': 2, '19-2': 1, '12-4': 1, '10-3': 2, '11-3': 3, '6-4': 1, '9-1': 1, '6-0': 3, '15-5': 1, '20-0': 2, '8-2': 1, '10-1': 2, '6-2': 1, '8-3': 1, '11-1': 1, '20-5': 2, '7-6': 1, '13-1': 1, '15-2': 1, '7-4': 1, '16-2': 2, '10-6': 1}"
3079,9,"['Food', 'Coffee & Tea']",Mesa,uFR7CpDJlW-gNdmk-zhIGw,4.0,"{'10-2': 1, '11-1': 1, '9-1': 2, '13-0': 1, '14-3': 1}"
3080,6,"['Restaurants', 'Italian']",Chandler,0NYKE2qvRQAuE09bIQAViQ,4.0,"{'13-3': 1, '18-4': 1, '11-5': 1, '15-3': 1, '17-2': 1, '20-4': 1, '13-0': 1, '13-1': 2, '17-3': 1}"
3081,18,"['Live/Raw Food', 'Gluten-Free', 'Vegan', 'Restaurants']",Cave Creek,5kB59vuc4yufpGNNrF3Efw,4.0,"{'4-6': 1, '8-4': 1, '14-0': 1, '17-2': 1, '17-5': 1, '12-5': 1, '20-2': 1, '17-3': 1, '20-3': 1, '23-6': 1}"
3082,3,"['Shopping', 'Drugstores']",Surprise,D7LmOcHWgGLmY7bPrc4H7g,4.0,"{'12-3': 1, '18-5': 1, '14-6': 1, '21-3': 1, '12-4': 1, '15-6': 1, '17-2': 1, '14-2': 1, '0-5': 1, '14-5': 1, '17-4': 1, '16-0': 2, '15-5': 1, '19-4': 1, '14-3': 1, '17-6': 1, '18-4': 1}"
3083,36,"['Restaurants', 'Pizza', 'Italian']",Scottsdale,pmIJn8K3offcYUsrFCWAaQ,4.0,"{'19-2': 1, '0-0': 1, '18-3': 1, '10-3': 3, '15-3': 2, '11-3': 1, '9-1': 2, '12-2': 1, '10-5': 1, '18-5': 1, '14-4': 2, '11-0': 1, '16-5': 1, '16-3': 1, '20-1': 1, '14-6': 1, '12-1': 1, '12-4': 1, '10-2': 2, '20-4': 1, '12-5': 1, '19-5': 2, '20-2': 1, '17-3': 1, '14-5': 4, '18-0': 1, '9-3': 1, '10-0': 1, '7-0': 1, '15-2': 1, '12-6': 1, '21-1': 1, '11-5': 2, '12-0': 2, '13-0': 2, '13-1': 1, '14-0': 1}"
